Year,Country,TotalEmissions,PerCapitaEmissions,ShareOfGlobalEmissions,AverageTemperature
1994,Samoa,0.113584,0.672095,0.000497,26.748917
1994,Finland,61.7162,12.108339,0.270166,1.7739166
1994,Burkina Faso,0.644864,0.065688,0.002823,28.039333
1994,French Polynesia,0.443344,2.071701,0.001941,26.657167
1994,India,717.12744,0.758382,3.139267,24.296417
1994,Ghana,5.088716,0.307253,0.022276,26.966084
1994,Haiti,0.1832,0.024099,0.000802,27.10525
1994,Uzbekistan,107.97998,4.834347,0.472689,12.639167
1994,Nicaragua,2.517878,0.552287,0.011022,26.866917
1994,Bangladesh,17.537863,0.155563,0.076773,25.261667
1994,Comoros,0.069616,0.150684,0.000305,26.4525
1994,Mozambique,1.057249,0.070728,0.004628,24.04225
1994,Malta,2.669722,7.138294,0.011687,19.837667
1994,Tonga,0.0916,0.954167,0.000401,23.22775
1994,Yemen,8.982617,0.628243,0.039322,26.99425
1994,Cyprus,6.011113,7.181736,0.026314,19.802
1994,Sierra Leone,0.479984,0.111365,0.002101,26.35825
1994,Montenegro,1.256653,2.02686,0.005501,11.7725
1994,Guatemala,6.750792,0.663664,0.029552,24.021666
1994,Sweden,59.953808,6.814482,0.262451,2.8799167
1994,Spain,253.66139,6.3959,1.110417,14.651
1994,Angola,3.865596,0.286256,0.016922,22.189417
1994,Zimbabwe,17.684464,1.570277,0.077415,21.60875
1994,Argentina,122.229004,3.552859,0.535065,15.578667
1994,Cuba,21.286661,1.964076,0.093184,26.264668
1994,Armenia,2.714748,0.826659,0.011884,9.02125
1994,Hong Kong,31.079037,5.179839,0.13605,23.23875
1994,Israel,47.474453,9.297778,0.207822,20.500334
1994,Uruguay,4.029884,1.258945,0.017641,18.131916
1994,Chad,0.406704,0.059977,0.00178,27.261084
1994,Thailand,134.50658,2.284613,0.58881,26.477
1994,Ethiopia,2.196879,0.039812,0.009617,23.208666
1994,Nigeria,34.93374,0.331773,0.152924,26.818832
1994,Vietnam,26.018618,0.353269,0.113898,24.159416
1994,Germany,939.63025,11.62434,4.113286,9.847
1994,Romania,121.961464,5.276063,0.533893,10.609
1994,Tanzania,2.063597,0.07167,0.009034,22.862417
1994,Montserrat,0.032976,3.2976,0.000144,26.875418
1995,Sweden,59.366207,6.718674,0.254439,3.066
1995,Zimbabwe,15.029426,1.3171,0.064415,22.496334
1995,Tanzania,2.43371,0.082084,0.010431,23.006416
1995,Chile,41.08998,2.857241,0.176109,9.784917
1995,Latvia,9.090308,3.624525,0.03896,6.5663333
1995,El Salvador,4.99821,0.887939,0.021422,25.734083
1995,Slovakia,44.322414,8.246031,0.189963,8.153
1995,Italy,448.33292,7.841552,1.921523,13.234083
1995,Uzbekistan,102.66368,4.504571,0.440009,13.9713335
1995,Bangladesh,21.041552,0.1827,0.090183,25.415833
1995,Poland,362.76126,9.432415,1.554769,8.26225
1995,Sri Lanka,5.815498,0.31878,0.024925,27.5875
1995,Venezuela,132.87471,6.058762,0.569492,25.921583
1995,Comoros,0.07328,0.154274,0.000314,26.385082
1995,Congo,1.185865,0.437912,0.005083,25.096916
1995,Qatar,31.717146,61.826794,0.135937,27.103083
1995,Asia,8120.835,2.325402,34.80533,8.705833
1995,Hungary,61.690773,5.961037,0.264402,10.30275
1995,Cape Verde,0.120912,0.313244,0.000518,25.167334
1995,Lithuania,15.08448,4.158941,0.064651,7.0073333
1995,Cuba,25.586197,2.349945,0.109661,26.1275
1995,Fiji,0.753895,0.972768,0.003231,25.716
1995,Central African Republic,0.234496,0.072757,0.001005,25.631834
1995,Malawi,0.906963,0.092134,0.003887,22.301666
1995,United Kingdom,566.81134,9.78408,2.429314,9.419583
1995,Cambodia,1.540285,0.144546,0.006602,27.080418
1995,Armenia,3.432276,1.066918,0.01471,9.892167
1995,Moldova,11.405406,2.627368,0.048883,9.477917
1995,Sudan,3.90288,0.161979,0.016727,27.498833
1995,United Arab Emirates,70.01273,28.99078,0.30007,27.986334
1995,South Africa,361.6414,8.72771,1.54997,17.87075
1995,Chad,0.42136,0.060108,0.001806,27.461834
1995,Austria,64.06526,8.01818,0.274579,6.8465
1995,Morocco,29.156986,1.080128,0.124965,18.788834
1995,Croatia,16.926336,3.66609,0.072545,11.88175
1995,India,762.3379,0.79087,3.267327,24.42975
1995,Iceland,2.4767,9.241418,0.010615,1.06825
1995,Kuwait,54.588978,33.990646,0.233965,25.49175
1995,Niue,0.007328,3.664,3.1e-05,25.712584
1995,Uganda,0.926482,0.045387,0.003971,23.571583
1995,Albania,2.066496,0.663828,0.008857,12.7820835
1995,Belarus,57.37545,5.693139,0.245907,7.0212502
1995,Canada,494.92026,16.970245,2.121194,-4.3143334
1995,France,397.45554,6.876155,1.703467,13.89975
1995,Pakistan,83.61508,0.67553,0.358368,21.073917
1995,Equatorial Guinea,0.084272,0.169561,0.000361,25.614584
1995,Estonia,18.04883,12.595136,0.077356,6.1658335
1995,Kyrgyzstan,4.511048,0.987965,0.019334,4.0501666
1995,Rwanda,0.453672,0.077737,0.001944,19.9635
1995,North Korea,81.259895,3.716947,0.348274,7.5124164
1995,Russia,1612.9283,10.881474,6.912898,-3.1301668
1995,Belize,0.377392,1.82315,0.001617,26.00475
1995,Kenya,7.405492,0.266692,0.031739,24.475334
1995,Turkmenistan,33.93221,8.063738,0.145431,16.520916
1995,Algeria,94.981964,3.302801,0.407086,23.7225
1995,Uruguay,4.558503,1.413928,0.019537,17.664751
1995,Belgium,125.956474,12.365646,0.539841,10.69675
1995,Vietnam,28.523487,0.38077,0.12225,23.919
1995,Bulgaria,57.716366,6.888216,0.247368,10.809667
1995,Namibia,1.619488,0.994771,0.006941,21.60025
1995,Singapore,41.84179,11.866644,0.179331,27.0725
1995,Laos,0.669827,0.138223,0.002871,23.945833
1995,Germany,939.1767,11.574911,4.025246,9.0335
1995,Haiti,0.875696,0.113066,0.003753,27.10425
1995,North America,6366.9497,14.021678,27.2883,2.8321667
1995,Niger,0.561599,0.059178,0.002407,27.895416
1995,New Zealand,28.001804,7.619539,0.120014,10.821083
1995,Andorra,0.425024,6.641,0.001822,12.376417
1995,Portugal,54.450768,5.395973,0.233372,16.347416
1995,Aruba,0.707152,8.8394,0.003031,28.736416
1995,Zambia,2.141012,0.235354,0.009176,22.451416
1995,Anguilla,0.065952,6.5952,0.000283,27.550333
1995,Iran,271.14752,4.412993,1.162119,18.407917
1995,Colombia,58.77539,1.613778,0.251907,25.492834
1995,Australia,305.41016,16.973831,1.308967,21.955166
1995,Benin,1.273559,0.215638,0.005458,27.616167
1995,Oman,15.718753,7.131921,0.067369,27.3235
1995,Honduras,3.782512,0.662552,0.016212,25.832167
1995,Libya,45.69109,9.232388,0.195829,22.949501
1995,Ghana,5.154176,0.302937,0.02209,27.21225
1995,Guatemala,7.079305,0.680179,0.030341,23.960667
1995,Montenegro,1.327336,2.140865,0.005689,10.383584
1995,British Virgin Islands,0.10992,5.785263,0.000471,27.228916
1995,Gabon,4.606261,4.245402,0.019742,24.936916
1995,Eritrea,0.790409,0.358625,0.003388,27.136667
1995,Papua New Guinea,2.059168,0.396986,0.008825,24.984001
1995,Grenada,0.150224,1.50224,0.000644,27.635334
1995,Gambia,0.216176,0.191476,0.000927,28.190083
1995,Bolivia,9.798969,1.285617,0.041998,21.730583
1995,Spain,267.41672,6.721208,1.146129,15.072166
1995,Greece,86.979095,8.094091,0.372786,15.10225
1995,Luxembourg,9.1703,22.476225,0.039303,10.342667
1995,French Polynesia,0.432352,1.983266,0.001853,26.721916
1995,Kazakhstan,178.20746,11.251181,0.763785,7.3353333
1995,Burkina Faso,0.62387,0.061831,0.002674,28.469584
1995,Senegal,3.428956,0.394586,0.014696,28.556917
1995,Finland,58.145443,11.35875,0.249207,2.3540833
1995,Bahamas,1.7404,6.215714,0.007459,25.768667
1995,Ethiopia,2.505653,0.043922,0.010739,23.3965
1995,Thailand,156.63606,2.634,0.671331,26.529917
1995,Costa Rica,4.801885,1.354169,0.020581,26.292833
1995,Greenland,0.322432,5.757714,0.001382,-18.2395
1995,Ireland,35.85267,9.981255,0.153662,10.518916
1995,Peru,24.627594,1.013523,0.105552,20.686
1995,Norway,38.707504,8.863637,0.165898,0.506
1995,Slovenia,15.254252,7.661603,0.065379,10.289583
1995,Dominican Republic,15.771363,2.017056,0.067595,26.35775
1995,Liechtenstein,0.2042,6.587097,0.000875,5.3345833
1995,Cameroon,3.203497,0.235551,0.01373,24.818
1995,Netherlands,172.96617,11.182194,0.741321,10.5946665
1995,Jamaica,9.173406,3.620129,0.039317,26.893917
1995,Switzerland,43.41283,6.205379,0.186064,7.751917
1995,Cyprus,5.882266,6.879843,0.025211,19.079
1995,Malaysia,113.93366,5.560995,0.488312,26.3345
1995,Paraguay,3.937149,0.824189,0.016874,23.96375
1995,Burundi,0.23816,0.03978,0.001021,20.824333
1995,Taiwan,165.64824,7.75652,0.709957,22.17025
1995,China,3265.057,2.631156,13.993806,7.211583
1995,Mali,0.471319,0.049167,0.00202,28.904
1995,Nicaragua,2.754849,0.592186,0.011807,26.92175
1995,Somalia,0.587899,0.07847,0.00252,27.16325
1995,Mozambique,1.108508,0.071595,0.004751,24.4765
1995,Nepal,2.40643,0.111533,0.010314,15.453334
1995,Kiribati,0.029312,0.375795,0.000126,27.465916
1995,Bhutan,0.236141,0.441385,0.001012,12.428417
1995,Indonesia,226.54517,1.150361,0.970957,26.229668
1995,Barbados,0.806284,3.031143,0.003456,27.326
1995,Georgia,2.291409,0.460492,0.009821,9.427584
1995,Madagascar,1.286386,0.095465,0.005513,23.47975
1995,Saint Lucia,0.307776,2.093714,0.001319,27.49275
1995,Hong Kong,31.266422,5.139123,0.134006,22.548916
1995,Israel,49.86516,9.460285,0.213719,20.043333
1995,Oceania,339.66696,11.697729,1.455789,21.807583
1995,Denmark,61.58162,11.767938,0.263935,-17.697834
1995,Montserrat,0.032976,3.2976,0.000141,27.326334
1995,Africa,763.10803,1.088456,3.270628,24.718416
1995,Japan,1239.9281,9.812275,5.314245,12.475417
1995,Afghanistan,1.230463,0.06794,0.005274,14.859167
1995,Dominica,0.080608,1.135324,0.000345,26.974333
1995,Egypt,94.888435,1.522258,0.406685,23.169167
1995,Tonga,0.095264,0.992333,0.000408,23.890083
1995,Mauritania,1.014928,0.438603,0.00435,28.26
1995,Togo,1.174741,0.277979,0.005035,27.311333
1995,Jordan,13.207729,2.878128,0.056607,19.847918
1995,Brazil,255.58354,1.577481,1.095413,25.554417
1995,Mauritius,1.828336,1.61943,0.007836,24.023417
1995,Nigeria,33.417187,0.309567,0.143224,27.165167
1995,Samoa,0.117248,0.689694,0.000503,27.037333
1995,Azerbaijan,33.312244,4.284533,0.142774,12.731584
1995,Lebanon,12.254569,3.473517,0.052522,18.104834
1995,Seychelles,0.197856,2.569558,0.000848,27.29775
1995,Ecuador,22.69791,1.981485,0.097282,22.574167
1995,South Korea,373.99243,8.257179,1.602905,12.3272505
1995,Sierra Leone,0.249152,0.057888,0.001068,26.578167
1995,Turkey,180.90305,3.0931,0.775338,12.188833
1995,United States,5438.906,20.511478,23.310768,9.331
1995,Mexico,331.59662,3.617562,1.4212,21.370667
1995,Tajikistan,2.442888,0.423745,0.01047,4.8086667
1995,Djibouti,0.32976,0.523429,0.001413,29.25975
1995,Lesotho,1.707424,0.899117,0.007318,14.246
1995,Malta,2.460269,6.525912,0.010545,19.07275
1995,Panama,3.654091,1.33361,0.015661,26.958084
1995,Europe,6429.552,8.8373,27.556608,8.686417
1995,Guyana,1.571856,2.065514,0.006737,26.888
1995,Philippines,59.948765,0.859062,0.256936,26.826416
1995,Mongolia,7.89935,3.437489,0.033856,0.74850017
1995,Saudi Arabia,234.71196,12.592519,1.005959,25.989166
1995,Angola,10.948303,0.785106,0.046924,22.936167
1995,Argentina,127.76486,3.668452,0.547591,15.149834
1995,Serbia,39.140835,3.96002,0.167755,10.276167
1995,Iraq,74.08418,3.676817,0.31752,22.431
1995,Romania,127.03286,5.531585,0.544454,9.13875
1995,Syria,41.20015,2.872091,0.176581,18.48225
1995,Yemen,10.352159,0.69417,0.044369,26.577667
1995,South America,685.3405,2.127323,2.937321,22.5645
1995,Tunisia,15.548823,1.703981,0.066641,20.683167
1995,Liberia,0.424356,0.207509,0.001819,25.94875
1995,Ukraine,389.86462,7.658821,1.670932,8.709084
1995,Solomon Islands,0.190528,0.530719,0.000817,27.2005
1995,New Caledonia,2.064248,10.695585,0.008847,23.707417
1995,Bahrain,14.787087,26.218239,0.063376,26.257418
1995,Botswana,3.044784,2.072692,0.01305,23.213833
1995,Guinea,1.165152,0.160269,0.004994,25.946083
1995,Suriname,2.06002,4.660679,0.008829,27.045334
1996,Romania,130.09593,5.70446,0.54092,8.649417
1996,Samoa,0.124576,0.728515,0.000518,26.845833
1996,Austria,67.42159,8.408779,0.280329,5.86325
1996,Ukraine,351.40875,6.947583,1.461108,7.552583
1996,Vietnam,34.02295,0.447264,0.141463,23.749666
1996,Hungary,63.25752,6.122485,0.263016,9.357
1996,Estonia,18.759525,13.229566,0.077999,4.5785
1996,Venezuela,122.33961,5.465005,0.508671,25.5985
1996,Andorra,0.454336,7.099,0.001889,11.741417
1996,Lebanon,12.752656,3.531613,0.053024,18.500168
1996,Guyana,1.656128,2.176252,0.006886,26.487583
1996,Iraq,69.284355,3.333703,0.288075,23.01375
1996,Seychelles,0.234496,3.006359,0.000975,26.91175
1996,Yemen,10.526873,0.680514,0.043769,26.546167
1996,Uruguay,5.404412,1.664432,0.022471,17.874166
1996,Kazakhstan,163.54378,10.462114,0.679992,5.1008334
1996,Morocco,29.926405,1.092883,0.12443,18.248333
1996,Singapore,49.349236,13.564935,0.205187,27.043333
1996,Egypt,93.567505,1.471141,0.38904,23.426334
1996,Gambia,0.21984,0.188866,0.000914,28.29875
1996,Jamaica,9.687622,3.785706,0.04028,26.474834
1996,Namibia,1.72208,1.035526,0.00716,20.828667
1996,Malaysia,112.89948,5.371562,0.46942,26.238916
1996,South Korea,401.52963,8.776412,1.669503,12.165
1996,Costa Rica,4.686737,1.290401,0.019487,25.9625
1996,Uzbekistan,105.546005,4.5445,0.438845,12.4522505
1996,Gabon,4.753702,4.271071,0.019765,24.46475
1996,Sudan,4.027584,0.162521,0.016746,27.750668
1996,Taiwan,173.72838,8.084526,0.722338,22.347916
1996,Germany,959.12415,11.793863,3.987902,7.374417
1996,Iran,274.00775,4.398551,1.139285,18.206417
1996,Kuwait,49.913597,30.678303,0.207534,26.327917
1996,Qatar,32.20376,61.575066,0.133899,27.608084
1996,Tunisia,16.580849,1.789236,0.068941,20.5275
1996,Dominica,0.07328,1.032113,0.000305,26.6325
1996,Malta,2.578446,6.785384,0.010721,18.962418
1996,Tanzania,2.52748,0.083018,0.010509,22.756666
1996,Spain,254.79533,6.384408,1.059403,14.15125
1996,Greenland,0.362736,6.477429,0.001508,-17.300333
1996,Burkina Faso,0.70446,0.067913,0.002929,28.739082
1996,Jordan,13.826424,2.921281,0.057488,20.422
1996,New Caledonia,2.185103,11.035874,0.009085,23.6115
1996,Latvia,9.170268,3.69918,0.038129,4.967
1996,Bahrain,15.589626,26.925089,0.064819,26.8275
1996,Pakistan,93.537445,0.734497,0.388915,20.933834
1996,Dominican Republic,17.197657,2.162411,0.071505,25.87075
1996,French Polynesia,0.436016,1.964036,0.001813,26.474583
1996,Montenegro,1.552994,2.504829,0.006457,10.323584
1996,Bangladesh,21.492079,0.182678,0.089361,25.44025
1996,Belize,0.307776,1.438206,0.00128,25.4505
1996,Indonesia,255.06883,1.275976,1.06054,26.215
1996,Solomon Islands,0.197856,0.534746,0.000823,27.124916
1996,Syria,42.32226,2.868528,0.17597,18.903418
1996,Denmark,74.82994,14.239761,0.311132,-16.805666
1996,Central African Republic,0.234496,0.070888,0.000975,25.71725
1996,Lesotho,1.736736,0.898002,0.007221,13.655666
1996,Bahamas,1.729408,6.089465,0.007191,25.385416
1996,Kiribati,0.029312,0.371038,0.000122,27.3535
1996,Albania,1.993216,0.64318,0.008288,12.7365
1996,Guatemala,6.570343,0.617107,0.027319,23.450083
1996,Liberia,0.43467,0.201236,0.001807,25.99625
1996,China,3408.3467,2.723113,14.171422,6.962667
1996,Georgia,4.055119,0.836625,0.016861,9.117917
1996,Chad,0.436016,0.060132,0.001813,27.7835
1996,Honduras,3.839448,0.653523,0.015964,25.179333
1996,Zimbabwe,14.890561,1.290231,0.061913,21.553167
1996,Malawi,0.904259,0.090218,0.00376,21.963333
1996,Mongolia,8.023326,3.462808,0.03336,-0.082666636
1996,Mali,0.493294,0.050142,0.002051,29.252583
1996,Thailand,173.72864,2.889217,0.722339,26.1855
1996,Greece,89.13201,8.228583,0.370598,14.84675
1996,Hong Kong,28.909565,4.673386,0.120202,22.866833
1996,India,826.15125,0.840982,3.43502,24.436916
1996,Ireland,37.46915,10.350594,0.155791,9.5911665
1996,Peru,24.184027,0.976975,0.100554,20.115
1996,Philippines,61.25368,0.857871,0.254684,26.887917
1996,Portugal,51.70322,5.101956,0.214975,15.296333
1996,Mozambique,1.090375,0.068319,0.004534,24.090166
1996,Libya,43.796803,8.696744,0.182101,23.123251
1996,North Korea,71.63789,3.239628,0.29786,7.2660832
1996,Anguilla,0.069616,6.9616,0.000289,27.056833
1996,Niger,0.642172,0.065348,0.00267,28.128
1996,Senegal,3.663244,0.411,0.015231,28.775667
1996,Mauritania,1.06256,0.447771,0.004418,28.5385
1996,Africa,772.3345,1.074666,3.211257,24.6345
1996,Chile,47.62844,3.265129,0.198032,9.757999
1996,Ghana,5.468617,0.313154,0.022738,27.130833
1996,Rwanda,0.464858,0.077309,0.001933,19.477417
1996,South Africa,363.6731,8.609481,1.512101,17.258667
1996,New Zealand,29.295078,7.881377,0.121805,10.7435
1996,Oman,14.882681,6.652964,0.06188,27.173584
1996,Sri Lanka,6.970135,0.379492,0.028981,27.399584
1996,United States,5626.912,20.969727,23.395903,8.7543335
1996,Europe,6477.061,8.902087,26.9307,7.8020835
1996,Sweden,63.302776,7.14559,0.263204,2.39175
1996,France,413.1973,7.122617,1.718016,13.013917
1996,Algeria,96.78612,3.307118,0.402423,23.734333
1996,Zambia,1.837007,0.196682,0.007638,22.018084
1996,Turkmenistan,30.603724,7.138727,0.127246,15.327
1996,Ethiopia,2.794653,0.04746,0.01162,23.358583
1996,North America,6592.345,14.327105,27.410038,2.4031668
1996,Sierra Leone,0.29312,0.067962,0.001219,26.7045
1996,Turkey,199.52194,3.357655,0.829584,12.405916
1996,Israel,51.935753,9.575176,0.215941,20.528084
1996,Cambodia,1.597246,0.145429,0.006641,26.838833
1996,Montserrat,0.03664,4.071111,0.000152,26.905666
1996,Argentina,134.76207,3.823471,0.560322,15.211583
1996,Bulgaria,58.10802,7.007721,0.241605,10.4285
1996,Mauritius,1.949248,1.706872,0.008105,23.891167
1996,Poland,377.40784,9.800255,1.569208,6.7685
1996,Paraguay,3.718801,0.760802,0.015462,23.414833
1996,Djibouti,0.333424,0.517739,0.001386,29.16525
1996,Luxembourg,9.219908,22.27031,0.038335,8.652583
1996,Saint Lucia,0.322432,2.163973,0.001341,27.175083
1996,Serbia,45.82466,4.649418,0.190532,9.824917
1996,Burundi,0.241824,0.039905,0.001005,20.39575
1996,Colombia,59.77088,1.612118,0.248519,25.149916
1996,Haiti,1.018592,0.129148,0.004235,26.656082
1996,Uganda,1.01791,0.048396,0.004232,23.3005
1996,Tonga,0.076944,0.8015,0.00032,23.993668
1996,Asia,8463.325,2.388762,35.18931,7.8879166
1996,Brazil,281.1948,1.708197,1.169168,25.337833
1996,South America,716.54114,2.187979,2.979277,22.321835
1996,Japan,1251.8676,9.884934,5.205088,12.082833
1996,Niue,0.007328,3.664,3e-05,25.71325
1996,Russia,1580.1609,10.675248,6.570085,-4.8103333
1996,Afghanistan,1.16492,0.06179,0.004844,14.426
1996,Cameroon,3.592437,0.257135,0.014937,24.70075
1996,Croatia,17.515266,3.828473,0.072826,11.125751
1996,Equatorial Guinea,0.12824,0.248527,0.000533,25.238417
1996,Laos,0.750899,0.151666,0.003122,23.7015
1996,Mexico,345.7661,3.712048,1.437647,21.132166
1996,Somalia,0.56792,0.073919,0.002361,27.126
1996,Angola,10.424825,0.723896,0.043345,22.47925
1996,British Virgin Islands,0.117248,5.8624,0.000488,26.743584
1996,Grenada,0.153888,1.523644,0.00064,27.28625
1996,Cape Verde,0.142896,0.360848,0.000594,25.230667
1996,Lithuania,15.757631,4.372262,0.065518,5.4055834
1996,Botswana,2.755328,1.830783,0.011456,22.199667
1996,Eritrea,0.860666,0.391924,0.003579,27.183916
1996,Kyrgyzstan,5.664199,1.223633,0.023551,3.4145834
1996,Azerbaijan,31.242619,3.976912,0.129902,12.20225
1996,Congo,1.339977,0.480968,0.005571,24.668
1996,Netherlands,182.14828,11.703932,0.757347,8.739333
1996,Switzerland,44.09882,6.265817,0.183357,6.974583
1996,Guinea,1.234768,0.16543,0.005134,26.10075
1996,Kenya,9.154972,0.320227,0.038065,24.453
1996,United Kingdom,588.4442,10.125688,2.446668,8.551167
1996,Barbados,0.824736,3.088899,0.003429,27.01825
1996,Slovakia,44.186123,8.205408,0.18372,7.126167
1996,Belarus,58.214798,5.795401,0.242049,5.6565833
1996,Fiji,0.813167,1.037203,0.003381,25.861084
1996,Aruba,0.725472,8.740627,0.003016,28.479584
1996,Cyprus,6.23323,7.140011,0.025917,19.475584
1996,Bhutan,0.285191,0.527155,0.001186,12.374666
1996,Armenia,2.592741,0.818416,0.01078,9.819167
1996,Moldova,11.68709,2.707852,0.048593,8.573334
1996,Bolivia,9.774519,1.256526,0.040641,21.053667
1996,Madagascar,1.340649,0.096429,0.005574,23.262917
1996,Norway,41.830307,9.522037,0.173924,0.25566658
1996,Comoros,0.076944,0.15735,0.00032,25.953333
1996,Iceland,2.532042,9.377933,0.010528,2.3195
1996,Cuba,26.872488,2.456576,0.111732,25.801332
1996,Italy,442.2774,7.750415,1.838927,13.007
1996,Panama,4.446784,1.590409,0.018489,26.668333
1996,Togo,1.265171,0.290911,0.00526,27.305834
1996,El Salvador,4.414696,0.775869,0.018356,25.354416
1996,Liechtenstein,0.205959,6.643839,0.000856,4.48675
1996,Suriname,2.081983,4.647283,0.008657,26.821583
1996,Ecuador,24.025484,2.052934,0.099895,22.0325
1996,United Arab Emirates,72.7748,28.662783,0.302587,28.31925
1996,Saudi Arabia,258.26364,13.568543,1.073824,26.433
1996,Slovenia,15.916606,8.002316,0.066179,9.445
1996,Tajikistan,2.822485,0.482394,0.011735,4.2753334
1996,Oceania,348.242,11.828872,1.447941,22.143417
1996,Papua New Guinea,2.187408,0.411631,0.009095,25.042334
1996,Australia,312.36157,17.173103,1.298755,22.325333
1996,Nepal,2.455326,0.111151,0.010209,15.459833
1996,Nigeria,36.78818,0.332416,0.15296,27.194666
1996,Canada,510.73666,17.337791,2.123571,-4.941167
1996,Belgium,129.49658,12.685793,0.538428,8.893167
1996,Nicaragua,2.847363,0.600456,0.011839,26.40975
1996,Benin,1.2311,0.202018,0.005119,27.703917
1996,Finland,64.06241,12.470782,0.266362,1.6930834
1997,Taiwan,186.93619,8.651249,0.772746,22.488667
1997,Gambia,0.223504,0.186098,0.000924,28.350166
1997,Tanzania,2.822983,0.090501,0.011669,22.94875
1997,Ethiopia,2.979329,0.049085,0.012316,23.423834
1997,Laos,0.791147,0.156663,0.00327,24.117916
1997,Anguilla,0.069616,6.9616,0.000288,27.393583
1997,Oceania,358.71228,12.021189,1.482825,21.902916
1997,Papua New Guinea,2.575792,0.472883,0.010648,24.7675
1997,Solomon Islands,0.205184,0.539958,0.000848,26.950417
1997,Hong Kong,30.497536,4.840879,0.126069,23.00175
1997,Poland,367.3853,9.531335,1.518677,7.9806666
1997,Dominica,0.080608,1.135324,0.000333,26.957167
1997,Lesotho,1.769712,0.899244,0.007316,13.95325
1997,Netherlands,175.01962,11.179791,0.723486,10.409417
1997,Sri Lanka,7.519559,0.407101,0.031084,27.657667
1997,China,3414.5493,2.705674,14.114871,7.3673334
1997,Cyprus,6.32103,7.09431,0.02613,18.87625
1997,Bahamas,1.527888,5.323652,0.006316,26.190834
1997,Moldova,7.301343,1.703533,0.030182,8.690666
1997,United Kingdom,562.5613,9.648263,2.325484,9.64425
1997,Haiti,1.348352,0.167893,0.005574,27.545834
1997,Nicaragua,3.113602,0.644905,0.012871,27.026833
1997,North Korea,65.15826,2.917316,0.269348,7.870333
1997,Morocco,30.398302,1.095237,0.125659,18.79925
1997,Japan,1245.112,9.812299,5.146974,12.752417
1997,Rwanda,0.481597,0.075015,0.001991,19.95575
1997,Sierra Leone,0.223504,0.051558,0.000924,26.6695
1997,Mozambique,1.170471,0.071383,0.004838,24.15225
1997,Luxembourg,8.573106,20.412157,0.035439,10.167
1997,Oman,15.248125,6.776944,0.063032,27.3465
1997,Bahrain,17.28773,29.055008,0.071463,26.190916
1997,Central African Republic,0.245488,0.072373,0.001015,26.042667
1997,Namibia,1.769712,1.042233,0.007316,20.818167
1997,French Polynesia,0.454336,2.00148,0.001878,26.543083
1997,Malaysia,120.81702,5.602978,0.499427,26.556416
1997,Algeria,87.00435,2.925204,0.359654,23.955166
1997,Liberia,0.453658,0.195038,0.001875,25.990667
1997,Turkmenistan,30.55589,7.016278,0.12631,16.335001
1997,Montenegro,1.669797,2.701937,0.006903,10.572166
1997,Tajikistan,2.148921,0.361893,0.008883,5.452417
1997,Jordan,14.073594,2.90237,0.058177,19.484583
1997,Qatar,37.393528,69.89444,0.154575,27.157917
1997,Uganda,1.060715,0.048982,0.004385,23.813667
1997,Uruguay,5.513163,1.685983,0.02279,18.3655
1997,Belize,0.388384,1.749477,0.001605,26.08825
1997,Bulgaria,55.86127,6.802395,0.230916,10.225333
1997,Pakistan,93.78757,0.715624,0.387694,20.73875
1997,Serbia,49.264637,5.03471,0.203647,9.984
1997,Europe,6272.54,8.624977,25.929071,8.630584
1997,Slovakia,44.31368,8.219937,0.183181,7.773083
1997,Iraq,68.07883,3.175318,0.28142,21.921165
1997,North America,6707.71,14.383209,27.727951,2.79425
1997,Ireland,38.80524,10.62866,0.160411,10.6835
1997,Togo,0.878986,0.19594,0.003634,27.225416
1997,Mauritius,1.99688,1.730399,0.008255,24.097416
1997,Botswana,2.799296,1.817725,0.011572,22.336834
1997,Belarus,58.720592,5.866779,0.242736,6.34375
1997,Montserrat,0.032976,4.122,0.000136,27.255833
1997,Gabon,4.774216,4.184238,0.019735,24.730417
1997,Mali,0.528569,0.052365,0.002185,29.133917
1997,Comoros,0.080608,0.160574,0.000333,26.305166
1997,Tonga,0.098928,1.019876,0.000409,23.386417
1997,Belgium,124.00176,12.128498,0.512591,10.472417
1997,Nigeria,41.009556,0.361451,0.169523,27.144917
1997,Zimbabwe,14.294211,1.226655,0.059089,21.566666
1997,Barbados,0.890938,3.324396,0.003683,27.239334
1997,Fiji,0.782462,0.986711,0.003234,25.323416
1997,Lebanon,15.099408,4.127777,0.062417,17.731583
1997,Switzerland,43.037266,6.088169,0.177905,8.212417
1997,Cape Verde,0.14656,0.362772,0.000606,25.306168
1997,Georgia,4.425144,0.939521,0.018292,8.550667
1997,Mongolia,7.688408,3.291271,0.031782,1.2595
1997,France,406.1874,6.976648,1.679075,14.096
1997,Italy,448.04495,7.873699,1.852103,13.838834
1997,Kyrgyzstan,5.573046,1.184243,0.023038,4.8739166
1997,Denmark,65.42957,12.39666,0.270469,-17.455334
1997,Peru,27.245605,1.080703,0.112626,20.936583
1997,Kazakhstan,155.5722,10.098157,0.643096,7.0653334
1997,Venezuela,133.48354,5.8448,0.551787,25.752666
1997,Mauritania,1.077216,0.44257,0.004453,28.6
1997,Armenia,3.266242,1.042529,0.013502,9.246333
1997,Kiribati,0.029312,0.3664,0.000121,27.496334
1997,India,859.9293,0.859156,3.554727,24.047333
